"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"JAM00047772","OSAKA, JA","2024-06-23","1.30","78",,"72"
"JAM00047772","OSAKA, JA","2024-06-24","1.40","78",,"76"
"JAM00047772","OSAKA, JA","2024-06-25","0.00","79",,
"JAM00047772","OSAKA, JA","2024-06-26","0.00","79",,
"JAM00047772","OSAKA, JA","2024-06-27","0.00","75",,
"JAM00047772","OSAKA, JA","2024-06-28","2.28","75",,"70"
"JAM00047772","OSAKA, JA","2024-06-29","0.61","79",,"74"
"JAM00047772","OSAKA, JA","2024-06-30","0.18","83",,"75"
"JAM00047772","OSAKA, JA","2024-07-01","0.24","78",,
"JAM00047772","OSAKA, JA","2024-07-02","1.85","80",,"75"
"JAM00047772","OSAKA, JA","2024-07-03","0.02","84",,"78"
"JAM00047772","OSAKA, JA","2024-07-04","0.00","86",,"79"
"JAM00047772","OSAKA, JA","2024-07-05","0.00","88",,"81"
"JAM00047772","OSAKA, JA","2024-07-06","0.00","88",,
"JAM00047772","OSAKA, JA","2024-07-07","0.00","88",,"80"
"JAM00047772","OSAKA, JA","2024-07-08","0.00","87",,
"JAM00047772","OSAKA, JA","2024-07-09","0.00","86",,"81"
"JAM00047772","OSAKA, JA","2024-07-10","0.00","83",,
"JAM00047772","OSAKA, JA","2024-07-11","0.51","77",,
"JAM00047772","OSAKA, JA","2024-07-12","1.79","76",,"70"
"JAM00047772","OSAKA, JA","2024-07-13","0.04","80",,"74"
"JAM00047772","OSAKA, JA","2024-07-14","0.04","81",,"75"
"JAM00047772","OSAKA, JA","2024-07-15","0.02","80",,
"JAM00047772","OSAKA, JA","2024-07-16","2.01","83",,"73"
"JAM00047772","OSAKA, JA","2024-07-17","0.00","85",,"79"
"JAM00047772","OSAKA, JA","2024-07-18","0.00","87",,"79"
"JAM00047772","OSAKA, JA","2024-07-19","0.00","88",,"82"
"JAM00047772","OSAKA, JA","2024-07-20",,"87",,
"JAM00047772","OSAKA, JA","2024-07-21","0.00","88",,"82"
"JAM00047772","OSAKA, JA","2024-07-22","0.00","89",,"83"
"JAM00047772","OSAKA, JA","2024-07-23","0.00","88",,
"JAM00047772","OSAKA, JA","2024-07-24","0.00","87",,
"JAM00047772","OSAKA, JA","2024-07-25","0.00","88",,"82"
"JAM00047772","OSAKA, JA","2024-07-26","0.00","89",,"84"
"JAM00047772","OSAKA, JA","2024-07-27","0.00","89",,"84"
"JAM00047772","OSAKA, JA","2024-07-28","0.00","90",,"84"
"JAM00047772","OSAKA, JA","2024-07-29","0.00","90",,"84"
"JAM00047772","OSAKA, JA","2024-07-30","0.00","89",,
"JAM00047772","OSAKA, JA","2024-07-31","0.00","88",,
"JAM00047772","OSAKA, JA","2024-08-01","0.00","90",,"81"
"JAM00047772","OSAKA, JA","2024-08-02","0.00","90",,"83"
"JAM00047772","OSAKA, JA","2024-08-03","0.00","90",,"83"
"JAM00047772","OSAKA, JA","2024-08-04","0.00","89",,
"JAM00047772","OSAKA, JA","2024-08-05","0.00","88",,
"JAM00047772","OSAKA, JA","2024-08-06","0.30","86",,
"JAM00047772","OSAKA, JA","2024-08-07","1.30","86",,
"JAM00047772","OSAKA, JA","2024-08-08","0.00","88",,"78"
"JAM00047772","OSAKA, JA","2024-08-09","0.00","88",,"80"
"JAM00047772","OSAKA, JA","2024-08-10","0.00","85",,
"JAM00047772","OSAKA, JA","2024-08-11","0.00","87",,"79"
"JAM00047772","OSAKA, JA","2024-08-13","0.00","89",,"81"
"JAM00047772","OSAKA, JA","2024-08-14","0.00","89",,"83"
"JAM00047772","OSAKA, JA","2024-08-15","0.00","87",,
"JAM00047772","OSAKA, JA","2024-08-16","0.83","85",,
"JAM00047772","OSAKA, JA","2024-08-17","0.00","85",,
"JAM00047772","OSAKA, JA","2024-08-18","0.00","89",,"80"
"JAM00047772","OSAKA, JA","2024-08-19","0.00","81",,
"JAM00047772","OSAKA, JA","2024-08-20","1.02","84",,"75"
"JAM00047772","OSAKA, JA","2024-08-21","0.02","88",,"81"
"JAM00047772","OSAKA, JA","2024-08-22","0.00","89",,"83"
"JAM00047772","OSAKA, JA","2024-08-23","0.00","89",,"83"
"JAM00047772","OSAKA, JA","2024-08-24","0.00","88",,
"JAM00047772","OSAKA, JA","2024-08-25","0.96","86",,"79"
"JAM00047772","OSAKA, JA","2024-08-26","0.00","87",,"81"
"JAM00047772","OSAKA, JA","2024-08-27","0.00","86",,
"JAM00047772","OSAKA, JA","2024-08-28","0.02","83",,
"JAM00047772","OSAKA, JA","2024-08-29","0.43","80",,"76"
"JAM00047772","OSAKA, JA","2024-08-30","0.02","83",,
"JAM00047772","OSAKA, JA","2024-08-31","0.98","80",,
"JAM00047772","OSAKA, JA","2024-09-01","0.51","82",,"77"
"JAM00047772","OSAKA, JA","2024-09-02","0.59","85",,"77"
"JAM00047772","OSAKA, JA","2024-09-03","0.00","81",,
"JAM00047772","OSAKA, JA","2024-09-04","0.00","84",,"75"
"JAM00047772","OSAKA, JA","2024-09-05","0.00","84",,"77"
"JAM00047772","OSAKA, JA","2024-09-06","0.00","86",,"78"
"JAM00047772","OSAKA, JA","2024-09-07","0.00","87",,"79"
"JAM00047772","OSAKA, JA","2024-09-08","0.00","87",,"80"
"JAM00047772","OSAKA, JA","2024-09-09","0.02","87",,"80"
"JAM00047772","OSAKA, JA","2024-09-10","0.00","84",,
"JAM00047772","OSAKA, JA","2024-09-11","0.94","87",,"79"
"JAM00047772","OSAKA, JA","2024-09-12","0.00","85",,
"JAM00047772","OSAKA, JA","2024-09-13","0.45","87",,
"JAM00047772","OSAKA, JA","2024-09-14","0.00","87",,"80"
"JAM00047772","OSAKA, JA","2024-09-15","0.00","86",,"82"
"JAM00047772","OSAKA, JA","2024-09-16","0.00","86",,
"JAM00047772","OSAKA, JA","2024-09-17","0.77","86",,"77"
"JAM00047772","OSAKA, JA","2024-09-18","0.00","87",,"82"
"JAM00047772","OSAKA, JA","2024-09-19","0.00","87",,
"JAM00047772","OSAKA, JA","2024-09-20","0.00","88",,"83"
"JAM00047772","OSAKA, JA","2024-09-21","0.00","86",,
"JAM00047772","OSAKA, JA","2024-09-22","0.02","76",,
"JAM00047772","OSAKA, JA","2024-09-23","0.93","76",,"71"
"JAM00047772","OSAKA, JA","2024-09-24","0.00","78",,"71"
"JAM00047772","OSAKA, JA","2024-09-25","0.00","79",,"71"
"JAM00047772","OSAKA, JA","2024-09-26","0.00","81",,"73"
"JAM00047772","OSAKA, JA","2024-09-27","0.00","81",,"76"
"JAM00047772","OSAKA, JA","2024-09-28","0.00","80","85",
"JAM00047772","OSAKA, JA","2024-09-29",,"77",,
"JAM00047772","OSAKA, JA","2024-09-30","0.00","78",,
"JAM00047772","OSAKA, JA","2024-10-01","0.00","79",,"72"
"JAM00047772","OSAKA, JA","2024-10-02","0.00","78",,
"JAM00047772","OSAKA, JA","2024-10-03","0.31","72",,"70"
"JAM00047772","OSAKA, JA","2024-10-04","0.79","72",,
"JAM00047772","OSAKA, JA","2024-10-05","0.06","73",,
"JAM00047772","OSAKA, JA","2024-10-06","0.00","79",,"67"
"JAM00047772","OSAKA, JA","2024-10-07","0.00","74",,
"JAM00047772","OSAKA, JA","2024-10-08","0.51","68",,
"JAM00047772","OSAKA, JA","2024-10-09","0.49","71",,"63"
"JAM00047772","OSAKA, JA","2024-10-10","0.00","71",,
"JAM00047772","OSAKA, JA","2024-10-11","0.00","70",,
"JAM00047772","OSAKA, JA","2024-10-12","0.00","71",,"62"
"JAM00047772","OSAKA, JA","2024-10-13","0.00","73",,"63"
"JAM00047772","OSAKA, JA","2024-10-14","0.00","76",,"67"
"JAM00047772","OSAKA, JA","2024-10-15","0.00","75",,"69"
"JAM00047772","OSAKA, JA","2024-10-16","0.02","75",,
"JAM00047772","OSAKA, JA","2024-10-17","0.00","77",,"69"
"JAM00047772","OSAKA, JA","2024-10-18","0.00","77",,"73"
"JAM00047772","OSAKA, JA","2024-10-19","0.00","70",,
"JAM00047772","OSAKA, JA","2024-10-20","0.47","64",,
"JAM00047772","OSAKA, JA","2024-10-21","0.00","70",,"61"
"JAM00047772","OSAKA, JA","2024-10-22","0.00","73",,"65"
"JAM00047772","OSAKA, JA","2024-10-23","0.06","75",,
"JAM00047772","OSAKA, JA","2024-10-24","0.00","70",,
"JAM00047772","OSAKA, JA","2024-10-25","0.00","70",,"66"
"JAM00047772","OSAKA, JA","2024-10-26","0.00","69",,"66"
"JAM00047772","OSAKA, JA","2024-10-27","0.00","71",,
"JAM00047772","OSAKA, JA","2024-10-28","1.36","66",,"62"
"JAM00047772","OSAKA, JA","2024-10-29","0.00","63",,
"JAM00047772","OSAKA, JA","2024-10-30","0.51","64",,
"JAM00047772","OSAKA, JA","2024-10-31","0.00","67",,"57"
"JAM00047772","OSAKA, JA","2024-11-01","0.00","67",,"64"
"JAM00047772","OSAKA, JA","2024-11-02","1.12","66",,
"JAM00047772","OSAKA, JA","2024-11-03","1.99","63",,
"JAM00047772","OSAKA, JA","2024-11-04","0.00","67",,"55"
"JAM00047772","OSAKA, JA","2024-11-05","0.00","65",,
"JAM00047772","OSAKA, JA","2024-11-06","0.00","61",,
"JAM00047772","OSAKA, JA","2024-11-07","0.00","54",,
"JAM00047772","OSAKA, JA","2024-11-08","0.00","55",,
"JAM00047772","OSAKA, JA","2024-11-09","0.00","60",,"49"
"JAM00047772","OSAKA, JA","2024-11-10","0.00","66",,"54"
"JAM00047772","OSAKA, JA","2024-11-11","0.00","64",,
"JAM00047772","OSAKA, JA","2024-11-12","0.00","64",,"56"
"JAM00047772","OSAKA, JA","2024-11-13","0.00","61",,
"JAM00047772","OSAKA, JA","2024-11-14","0.00","64",,"53"
"JAM00047772","OSAKA, JA","2024-11-15","0.00","65",,"62"
"JAM00047772","OSAKA, JA","2024-11-16","0.00","65",,"62"
"JAM00047772","OSAKA, JA","2024-11-17","0.00","66",,
"JAM00047772","OSAKA, JA","2024-11-22","0.00","57",,"49"
"JAM00047772","OSAKA, JA","2024-11-23","0.00","51",,
"JAM00047772","OSAKA, JA","2024-11-24","0.00","50",,"44"
"JAM00047772","OSAKA, JA","2024-11-25","0.00","55",,"46"
"JAM00047772","OSAKA, JA","2024-11-26","0.00","60",,"51"
"JAM00047772","OSAKA, JA","2024-11-27","1.38","55",,
"JAM00047772","OSAKA, JA","2024-11-28","0.10","52",,
"JAM00047772","OSAKA, JA","2024-11-29","0.12","51",,"47"
"JAM00047772","OSAKA, JA","2024-11-30","0.00","52",,
"JAM00047772","OSAKA, JA","2024-12-02","0.00","55",,"45"
"JAM00047772","OSAKA, JA","2024-12-03","0.00","60",,"49"
"JAM00047772","OSAKA, JA","2024-12-04","0.00","53",,
"JAM00047772","OSAKA, JA","2024-12-05","0.00","51",,"46"
"JAM00047772","OSAKA, JA","2024-12-06","0.00","53",,
"JAM00047772","OSAKA, JA","2024-12-07","0.00","50",,
"JAM00047772","OSAKA, JA","2024-12-08","0.00","46",,
"JAM00047772","OSAKA, JA","2024-12-09","0.00","47",,"41"
"JAM00047772","OSAKA, JA","2024-12-10","0.00","50",,"41"
"JAM00047772","OSAKA, JA","2024-12-11","0.00","48",,
"JAM00047772","OSAKA, JA","2024-12-12","0.00","45",,
"JAM00047772","OSAKA, JA","2024-12-13","0.00","49",,"40"
"JAM00047772","OSAKA, JA","2024-12-14","0.04","44",,"42"
"JAM00047772","OSAKA, JA","2024-12-15","0.00","47",,
"JAM00047772","OSAKA, JA","2024-12-16","0.00","47",,
"JAM00047772","OSAKA, JA","2024-12-17","0.00","48",,"39"
"JAM00047772","OSAKA, JA","2024-12-18","0.00","45",,
"JAM00047772","OSAKA, JA","2024-12-19","0.00","41",,
"JAM00047772","OSAKA, JA","2024-12-20","0.00","43",,"36"
"JAM00047772","OSAKA, JA","2024-12-21","0.00","46",,"38"
"JAM00047772","OSAKA, JA","2024-12-22","0.20","43",,"40"
"JAM00047772","OSAKA, JA","2024-12-23","0.00","46",,"40"
"JAM00047772","OSAKA, JA","2024-12-24","0.00","44",,
"JAM00047772","OSAKA, JA","2024-12-25","0.00","48",,"38"
"JAM00047772","OSAKA, JA","2024-12-26","0.00","50",,"45"
"JAM00047772","OSAKA, JA","2024-12-27","0.00","46",,
"JAM00047772","OSAKA, JA","2024-12-28","0.00","43",,
"JAM00047772","OSAKA, JA","2024-12-29","0.00","44",,
"JAM00047772","OSAKA, JA","2024-12-30","0.00","46",,"37"
"JAM00047772","OSAKA, JA","2024-12-31","0.00","47",,
"JAM00047772","OSAKA, JA","2025-01-01","0.00","45",,
"JAM00047772","OSAKA, JA","2025-01-02","0.00","48",,"37"
"JAM00047772","OSAKA, JA","2025-01-03","0.00","45",,
"JAM00047772","OSAKA, JA","2025-01-04","0.00","44",,
"JAM00047772","OSAKA, JA","2025-01-05","0.00","44",,"36"
"JAM00047772","OSAKA, JA","2025-01-06","0.14","44",,"41"
"JAM00047772","OSAKA, JA","2025-01-07","0.45","42",,
"JAM00047772","OSAKA, JA","2025-01-08","0.00","42",,
"JAM00047772","OSAKA, JA","2025-01-09","0.02","37",,
"JAM00047772","OSAKA, JA","2025-01-10","0.00","39",,"31"
"JAM00047772","OSAKA, JA","2025-01-11","0.00","41",,"34"
"JAM00047772","OSAKA, JA","2025-01-12","0.00","43",,"38"
"JAM00047772","OSAKA, JA","2025-01-13","0.00","45",,"37"
"JAM00047772","OSAKA, JA","2025-01-14","0.00","48",,"38"
"JAM00047772","OSAKA, JA","2025-01-15","0.00","42",,
"JAM00047772","OSAKA, JA","2025-01-16","0.00","43",,"35"
"JAM00047772","OSAKA, JA","2025-01-17","0.00","42",,
"JAM00047772","OSAKA, JA","2025-01-18","0.00","43",,"37"
"JAM00047772","OSAKA, JA","2025-01-19","0.00","49",,"38"
"JAM00047772","OSAKA, JA","2025-01-20","0.14","49",,
"JAM00047772","OSAKA, JA","2025-01-21","0.00","47",,
"JAM00047772","OSAKA, JA","2025-01-22","0.00","47",,"38"
"JAM00047772","OSAKA, JA","2025-01-23","0.00","49","58","40"
"JAM00047772","OSAKA, JA","2025-01-24","0.00","49",,"42"
"JAM00047772","OSAKA, JA","2025-01-25","0.00","44",,
"JAM00047772","OSAKA, JA","2025-01-26","0.00","44",,"37"
"JAM00047772","OSAKA, JA","2025-01-27","0.00","45",,"38"
"JAM00047772","OSAKA, JA","2025-01-28","0.00","43",,
"JAM00047772","OSAKA, JA","2025-01-29","0.12","41",,"36"
"JAM00047772","OSAKA, JA","2025-01-30","0.00","42",,"38"
"JAM00047772","OSAKA, JA","2025-01-31","0.00","44",,
"JAM00047772","OSAKA, JA","2025-02-01","0.00","44",,"38"
"JAM00047772","OSAKA, JA","2025-02-02","0.30","48",,"41"
"JAM00047772","OSAKA, JA","2025-02-03","0.00","44",,
"JAM00047772","OSAKA, JA","2025-02-04","0.00","37",,
"JAM00047772","OSAKA, JA","2025-02-05","0.00","35",,
"JAM00047772","OSAKA, JA","2025-02-06","0.00","37",,"31"
"JAM00047772","OSAKA, JA","2025-02-07","0.00","36",,
"JAM00047772","OSAKA, JA","2025-02-08","0.00","37",,"28"
"JAM00047772","OSAKA, JA","2025-02-09","0.00","39",,"32"
"JAM00047772","OSAKA, JA","2025-02-10","0.00","42",,"33"
"JAM00047772","OSAKA, JA","2025-02-11","0.00","41",,
"JAM00047772","OSAKA, JA","2025-02-12","0.00","42",,"33"
"JAM00047772","OSAKA, JA","2025-02-13","0.08","41",,
"JAM00047772","OSAKA, JA","2025-02-14","0.00","40",,"33"
"JAM00047772","OSAKA, JA","2025-02-15","0.00","48",,"36"
"JAM00047772","OSAKA, JA","2025-02-16","0.22","49",,"43"
"JAM00047772","OSAKA, JA","2025-02-17","0.00","42",,
"JAM00047772","OSAKA, JA","2025-02-18","0.00","38",,
"JAM00047772","OSAKA, JA","2025-02-19","0.02","37",,"33"
"JAM00047772","OSAKA, JA","2025-02-20","0.00","40",,"34"
"JAM00047772","OSAKA, JA","2025-02-21","0.00","40",,"36"
"JAM00047772","OSAKA, JA","2025-02-22","0.00","38",,
"JAM00047772","OSAKA, JA","2025-02-23","0.00","39",,"33"
"JAM00047772","OSAKA, JA","2025-02-24","0.00","39",,"34"
"JAM00047772","OSAKA, JA","2025-02-25","0.00","45",,"35"
"JAM00047772","OSAKA, JA","2025-02-26","0.00","47",,
"JAM00047772","OSAKA, JA","2025-02-27","0.00","50",,"40"
